ID,POSTAL,X-COORDINATES,Y-COORDINATES
1387,229161,28564.3444,31839.6181
1388,229215,29118.366,32705.8117
1389,229234,29543.2634,31334.2076
1390,229236,29518.4445,31351.8438
1391,229239,29406.6042,31419.3653
1392,229307,28665.901,31607.3115
1393,229318,28671.7688,31646.9257
1394,229326,28676.9615,31666.9749
1395,229329,28658.1634,31732.934
1396,229383,28717.7248,31823.7665
1397,229386,28718.8579,31832.032
1398,229390,28716.0237,31839.9884
1399,229391,28658.5377,31932.2901
1400,229392,28713.9958,31845.5626
1401,229393,28715.5306,31846.0593
1402,229395,28714.5708,31852.0988
1403,229397,28712.602,31857.6744
1404,229401,28639.1401,31967.9989
1405,229408,28655.1377,32035.2173
1406,229414,28710.7833,31908.5641
1407,229417,28705.6014,31941.4049
1408,229418,28705.6014,31941.4049
1409,229420,28699.3361,31990.803
1410,229421,28700.9477,31997.7432
1411,229422,28699.6534,32005.3727
1412,229423,28699.1236,32011.1366
1413,229491,28814.333,32246.7548
1414,229516,28794.0288,32299.3736
1415,229538,27522.1814,32261.2145
1416,229543,27748.1329,32239.6704
1417,229544,27809.6786,32382.2735
1418,229545,27666.895,32254.7333
1419,229546,27702.1511,32308.3961
1420,229571,27811.2012,32125.7378
1421,229594,27572.4386,32211.1592
1422,229618,28867.8778,31771.0639
1423,229619,28833.0605,31810.3243
1424,229620,28819.9175,31834.9064
1425,229622,28841.2546,31897.7072
1426,229623,28814.8122,31932.1317
1427,229624,28798.3053,31984.2567
1428,229626,28828.6743,32044.3023
1429,229627,29034.1146,32395.002
1430,229628,29094.2173,32468.5585
1431,229629,28851.125,32123.5952
1432,229630,28810.2905,31860.274
1433,229631,28802.2715,31886.5181
1434,229632,28861.4115,31861.215
1435,229633,28867.2625,31824.8931
1436,229657,28489.1486,31839.9102
1437,229658,28457.7702,31900.8369
1438,229660,28509.976,31900.1804
1439,229661,28481.5953,31953.906
1440,229664,28409.1002,32054.3009
1441,229666,28392.2721,32130.9336
1442,229668,28352.7561,32205.1034
1443,229675,28301.6792,32378.3812
1444,229681,28283.6606,32439.5141
1445,229716,28400.5558,32313.9439
1446,229717,28424.203,32349.3866
1447,229719,28355.8912,32479.3756
1448,229720,28522.225,31853.7073
1449,229721,28318.7949,32260.9698
1450,229740,28678.0892,32095.8399
1451,229741,28711.9904,32139.1855
1452,229742,28681.9084,32150.4009
1453,229743,28712.0083,32192.885
1454,229744,28516.7648,32317.9691
1455,229745,28596.0262,32322.8558
1456,229746,28561.4614,32328.1047
1457,229747,28552.6792,32367.128
1458,229768,28566.9706,32085.9371
1459,229774,28642.0846,32228.2455
1460,229775,28599.4735,32277.4714
1461,229784,28562.6823,32278.8154
1462,229790,28517.2278,32225.0465
1463,229808,28574.4821,32183.7843
1464,229809,28580.681,32175.8816
1465,229811,28536.6652,31989.7335
1466,229813,28610.7485,31980.4382
1467,229814,28615.3635,32016.6301
1468,229815,28498.822,32098.5721
1469,229816,28539.3166,32128.0796
1470,229860,28982.9471,32676.6376
1471,229862,28974.3383,32682.4134
1472,229920,28343.8135,31921.6734
1473,229922,28388.7556,31843.2754
1474,229953,28565.6168,32514.1206
1475,229954,28645.7083,32440.4073
1476,229955,28570.5511,32441.0952
1477,229975,29565.1622,31545.7835
1478,229976,29604.7971,31510.3933
1479,229979,29586.0872,31529.7234
1480,237973,27820.7355,31797.1799
1481,237988,28568.646,30727.3685
1482,237990,28527.4842,30727.2819
1483,238002,28785,30635.2177
1484,238004,28766.0296,30621.5363
1485,238008,28766.0296,30621.5363
1486,238010,28803.5218,30609.0959
1487,238011,28821.7169,30592.7964
1488,238012,28716.7615,30678.9487
1489,238013,28721.1033,30674.8912
1490,238014,28724.6556,30670.369
1491,238015,28728.5364,30665.7001
1492,238016,28732.8198,30661.8962
1493,238017,28737.0686,30657.9201
1494,238018,28741.2191,30653.913
1495,238019,28745.2171,30650.4106
1496,238020,28749.0026,30646.6045
1497,238021,28752.1385,30641.1414
1498,238022,28756.8725,30637.8021
1499,238023,28761.0778,30634.4584
1500,238024,28765.2027,30630.7232
1501,238026,28766.0296,30621.5363
1502,238060,29050.1035,30698.6282
1503,238096,28245.6808,30984.3901
1504,238099,28223.6064,31054.7402
1505,238101,28202.7104,31079.9881
1506,238103,28202.7104,31079.9881
1507,238107,28301.9724,31060.5775
1508,238108,28226.8902,31196.1757
1509,238111,28278.0052,31103.2751
1510,238112,28264.7887,31129.1968
1511,238113,28347.1117,31144.6743
1512,238118,28299.825,31100.4555
1513,238120,28328.3389,31097.4502
1514,238126,28380.9556,31079.0026
1515,238140,28428.4626,31139.2056
1516,238141,28287.0963,31197.1395
1517,238142,28396.7691,31012.6454
1518,238143,28193.3966,31137.509
1519,238144,28212.2445,31127.4491
1520,238145,28212.2445,31127.4491
1521,238212,28559.5398,30370.7649
1522,238213,28522.245,30308.4094
1523,238214,28510.4429,30250.2774
1524,238215,28510.4429,30250.2774
1525,238216,28472.2366,30290.442
1526,238237,28721.8554,30369.5074
1527,238247,28447.8703,30297.1613
1528,238250,28501.1191,30390.1346
1529,238251,28886.42,30403.9337
1530,238252,28651.4486,30277.0613
1531,238255,28406.5215,30458.8574
1532,238257,28362.1937,30373.5151
1533,238258,28342.3985,30493.669
1534,238274,28994.0005,30569.2559
1535,238275,28944.5218,30610.5309
1536,238283,28994.0248,30680.2615
1537,238284,29031.6652,30703.1016
1538,238286,29027.7094,30706.2697
1539,238288,29024.1707,30709.6511
1540,238291,28982.3076,30687.4541
1541,238296,29013.8342,30728.2039
1542,238297,29010.3884,30731.979
1543,238299,29002.9098,30730.0335
1544,238300,29003.906,30738.399
1545,238306,28900.062,30785.2154
1546,238307,28832.6788,30738.0916
1547,238309,28749.2782,30788.6325
1548,238322,28728.1178,30899.3282
1549,238324,28722.6332,30897.8965
1550,238325,28949.1966,30834.8679
1551,238326,28717.5993,30890.5995
1552,238328,28711.6931,30890.7455
1553,238331,28940.8705,30851.1382
1554,238342,28642.0496,30886.5934
1555,238344,28637.3484,30883.7233
1556,238346,28633.7776,30876.8614
1557,238351,28884.0251,30929.4712
1558,238352,28905.1351,30966.4701
1559,238357,28183.7212,30875.0445
1560,238359,28205.1793,30772.2632
1561,238360,28840.7633,30952.3475
1562,238361,28132.3689,30762.5078
1563,238363,28098.3241,30788.8431
1564,238365,28102.0429,30882.2898
1565,238366,28579.1957,30944.0471
1566,238370,28499.5492,30924.978
1567,238373,28179.7981,31018.5135
1568,238374,28153.0936,30973.8622
1569,238381,28520.0074,30969.9982
1570,238403,28143.1146,31018.0406
1571,238405,28124.7566,30980.3689
1572,238406,28152.6945,31072.3336
1573,238427,28510.8276,30831.8028
1574,238428,28400.979,30842.471
1575,238429,28486.8691,30794.7982
1576,238430,28475.7945,30758.93
1577,238431,28465.8828,30722.25
1578,238432,28382.554,30798.2639
1579,238433,28403.8596,30759.9844
1580,238435,28353.2024,30758.8642
1581,238436,28383.0918,30720.1367
1582,238437,28440.5108,30677.9929
1583,238509,27628.9926,31726.1478
1584,238518,27594.5958,31659.6177
1585,238539,27696.0988,31424.5767
1586,238543,27598.7694,31448.0074
1587,238544,27598.8234,31448.0699
1588,238545,27608.824,31423.1335
1589,238546,27608.9812,31420.8976
1590,238547,27608.9812,31420.8976
1591,238548,27608.9812,31420.8976
1592,238549,27638.5647,31382.5938
1593,238550,27717.3182,31536.38
1594,238551,27693.3533,31494.3117
1595,238566,27517.122,31520.6688
1596,238567,27468.6022,31426.4817
1597,238568,27514.0944,31406.6924
1598,238590,29010.0001,30996.4952
1599,238591,29025.5614,30966.7686
1600,238592,29058.6111,30931.8676
1601,238593,29029.7004,30905.3014
1602,238594,28994.7685,30871.2307
1603,238595,28977.7031,30906.8678
1604,238596,28969.5725,30945.8681
1605,238598,28948.0218,30986.2924
1606,238599,28955.3225,31008.6003
1607,238619,28931.3725,31225.6489
1608,238620,28843.6602,31223.2705
1609,238621,28899.9925,31197.9123
1610,238622,28843.6602,31223.2705
1611,238636,28796.1496,30994.7686
1612,238637,28796.0976,30985.8488
1613,238639,28778.5767,30992.0077
1614,238641,28778.5767,30992.0077
1615,238643,28763.6729,30981.0902
1616,238645,28763.6729,30981.0902
1617,238647,28754.224,30965.7595
1618,238649,28754.224,30965.7595
1619,238651,28751.7555,30948.6187
1620,238653,28751.7555,30948.6187
1621,238675,28910.5014,31013.3658
1622,238694,28930.0402,31109.9386
1623,238697,28979.486,31271.4231
1624,238701,29044.2544,31012.4774
1625,238702,29048.3649,31004.4014
1626,238703,29052.5193,30996.2385
1627,238704,29056.6388,30988.2426
1628,238705,29066.0636,30973.5103
1629,238706,29072.3561,30967.6144
1630,238707,29079.4183,30961.2405
1631,238708,29085.8611,30955.9142
1632,238710,29053.7313,31182.903
1633,238711,29056.7636,31174.8215
1634,238712,29056.7636,31174.8215
1635,238713,29086.4708,31179.5055
1636,238714,28933.7658,31289.7756
1637,238733,29022.6533,31128.9771
1638,238734,29022.6533,31128.9771
1639,238735,29022.6533,31128.9771
1640,238736,29014.8241,31138.996
1641,238737,29014.7015,31138.7045
1642,238738,29014.7015,31138.7045
1643,238739,29014.7015,31138.7045
1644,238740,29003.3972,31153.2197
1645,238741,29003.4021,31153.439
1646,238742,29003.4021,31153.439
1647,238743,29003.4021,31153.439
1648,238744,28995.5728,31163.4579
1649,238745,28995.4501,31163.1664
1650,238746,28995.4501,31163.1664
1651,238747,28995.4501,31163.1664
1652,238748,28985.0052,31177.3139
1653,238749,28985.0344,31177.5707
1654,238750,28985.0344,31177.5707
1655,238751,28985.0344,31177.5707
1656,238752,28976.9979,31187.4998
1657,238753,28976.885,31187.2195
1658,238754,28976.885,31187.2195
1659,238755,28976.885,31187.2195
1660,238756,28997.8983,31100.3426
1661,238757,28998.3341,31100.0191
1662,238758,28998.3341,31100.0191
1663,238759,28998.3341,31100.0191
1664,238761,28994.3209,31088.2622
1665,238762,28994.3209,31088.2622
1666,238763,28994.3209,31088.2622
1667,238764,28989.8006,31070.1606
1668,238765,28990.2365,31069.837
1669,238766,28990.2365,31069.837
1670,238767,28990.2365,31069.837
1671,238768,28986.4997,31057.8176
1672,238770,28986.2232,31058.0802
1673,238771,28986.2232,31058.0802
1674,238772,28958.7361,31050.3665
1675,238773,28958.5758,31050.0649
1676,238774,28958.5758,31050.0649
1677,238775,28945.9618,31050.2541
1678,238776,28946.1181,31049.9988
1679,238777,28946.1181,31049.9988
1680,238844,28716.7486,31591.6365
1681,238863,28077.6865,31858.1991
1682,238876,27460.2549,32166.6263
1683,238955,28946.3993,30727.8255
1684,238956,28940.1884,30717.0092
1685,238957,28936.7679,30711.9711
1686,238958,28941.4646,30701.201
1687,238963,28913.0738,30676.7131
1688,238965,28905.9658,30666.3491
1689,238977,28826.2341,30536.0946
1690,239010,28923.3145,30691.8673
1691,239013,28805.1425,30423.939
1692,239014,28943.7452,30722.2236
1693,239059,28528.2261,30503.0438
1694,239071,28470.8503,30525.4547
1695,239092,28814.1579,31038.2331
1696,239093,28812.1967,31028.7906
1697,239094,28808.0171,31017.4803
1698,239095,28798.4242,31016.0455
1699,239096,28788.2999,31014.5302
1700,239097,28779.0667,31013.1486
1701,239098,28767.3524,31015.1406
1702,239099,28770.311,31025.5977
1703,239100,28769.5686,31035.4125
1704,239106,28689.6551,30994.0191
1705,239107,28699.6541,31106.4236
1706,239115,28754.7944,31070.0204
1707,239116,28756.2139,31077.5147
1708,239117,28757.8169,31086.3013
1709,239118,28759.2686,31094.3754
1710,239119,28760.9528,31102.4024
1711,239121,28727.3639,31100.083
1712,239122,28725.572,31091.5128
1713,239123,28724.1387,31083.6505
1714,239124,28725.8517,31029.2224
1715,239126,28660.1894,31035.2557
1716,239191,27989.2416,31077.4136
1717,239192,28080.0213,31044.0318
1718,239194,28006.5738,31183.9054
1719,239195,28105.711,31260.5677
1720,239197,28020.7934,31281.4334
1721,239220,27860.8276,31269.6762
1722,239222,27796.6313,31160.4625
1723,239223,27828.1405,31236.5914
1724,239224,27874.4361,31193.776
1725,239225,27931.5806,31204.1353
1726,239226,27918.016,31163.2818
1727,239227,27848.6044,31057.8065
1728,239228,27928.6852,31107.4324
1729,239229,27965.1822,31012.1643
1730,239230,27874.489,30999.9702
1731,239319,28622.6016,30877.1974
1732,239320,28584.1522,30851.625
1733,239321,28628.2688,30854.9249
1734,239328,28626.4146,30811.8615
1735,239332,28679.268,30687.3253
1736,239333,28724.3879,30715.1175
1737,239334,28682.6448,30727.6122
1738,239343,28695.9006,30652.5976
1739,239347,28619.9301,30648.6065
1740,239348,28715.4089,30628.0341
1741,239366,28775.9023,30576.9943
1742,239371,28797.3495,30559.6601
1743,239375,28791.5661,30512.6985
1744,239376,28810.1399,30549.3008
1745,239378,28814.3718,30545.719
1746,239381,28709.2426,30564.6798
1747,239403,27743.3409,30846.4166
1748,239426,28104.9846,30486.227
1749,239427,28030.211,30591.5828
1750,239432,27977.586,30675.7864
1751,239434,27941.7504,30739.5002
1752,239435,27922.6929,30792.1165
1753,239471,27899.5723,30906.5064
1754,239496,27879.6129,30892.0588
1755,239497,28131.3575,30385.0399
1756,239529,28671.3397,31226.7522
1757,239549,28571.9988,31172.7467
1758,239551,28571.8414,31172.8499
1759,239555,28566.4138,31148.2268
1760,239565,28585.9664,30998.1431
1761,239566,28540.2831,31010.0783
1762,239568,28396.0938,30950.2025
1763,239569,28476.1461,30944.2945
1764,239573,28614.7608,30997.4496
1765,239616,29049.5766,30853.6844
1766,239617,29048.6167,30844.3448
1767,239618,29008.5107,30804.3202
1768,239619,29006.7967,30774.6928
1769,239620,29006.7967,30774.6928
1770,239639,28281.629,30862.7647
1771,239666,28709.2864,30857.3521
1772,239670,28733.0029,30859.0278
1773,239671,28739.1772,30862.1234
1774,239700,28162.2833,31309.0912
1775,239757,28778.6623,31234.5476
1776,239760,28778.6623,31234.5476
1777,239802,28773.3958,31191.4285
1778,239804,28773.2074,31179.4591
1779,239806,28773.2074,31179.4591
1780,239808,28773.2074,31179.4591
1781,239813,28731.7555,31136.9951
1782,239814,28737.1074,31135.5084
1783,239815,28744.0432,31138.7807
1784,239816,28749.5919,31137.2392
1785,239817,28754.1121,31132.8576
1786,239818,28759.6993,31131.3055
1787,239819,28765.5754,31129.6732
1788,239820,28771.0734,31128.146
1789,239847,28523.1223,31158.6619
1790,239848,28470.3384,31133.0026
1791,239849,28469.6909,31154.8994
1792,239850,28523.7359,31173.7657
1793,239853,28462.1594,31198.788
1794,239855,28448.8792,31245.3627
1795,239864,28405.1562,31305.2529
1796,239880,28352.738,31342.6931
1797,239882,28343.1304,31344.4257
1798,239893,28319.4199,31308.6024
1799,239894,28326.81,31265.1166
1800,239895,28487.2508,31111.7902
1801,239896,28462.1199,31062.5143
1802,239897,28401.4825,31210.6869
1803,239899,28370.7336,31206.419
1804,239900,28391.0165,31269.8184
1805,239949,28626.2354,30475.4596
1806,239974,27634.3978,31789.4001
1807,239975,27583.6574,31721.698
1808,239977,27571.6047,31651.2486
1809,247676,27020.6591,31199.7628
1810,247732,27704.967,30746.4405
1811,247733,27707.8841,30738.5855
1812,247734,27709.9914,30731.6454
1813,247735,27713.6956,30724.5811
1814,247736,27720.7622,30719.2813
1815,247766,27720.1077,30710.6453
1816,247767,27721.6289,30704.9664
1817,247768,27725.0734,30696.6421
1818,247769,27728.5354,30690.4294
1819,247770,27732.399,30676.8534
1820,247771,27734.114,30669.7088
1821,247772,27737.1679,30663.1559
1822,247773,27738.9637,30656.0994
1823,247774,27742.0072,30649.407
1824,247775,27743.689,30642.3174
1825,247776,27747.7627,30635.3609
1826,247777,27749.5695,30628.4954
1827,247778,27754.4849,30600.5939
1828,247785,27693.8931,30558.729
1829,247811,27729.4085,30590.5601
1830,247813,27680.7926,30588.6166
1831,247854,27190.7217,31685.7713
1832,247855,27291.187,31697.3486
1833,247856,27218.4235,31621.6073
1834,247857,27131.7989,31843.2901
1835,247876,26177.265,31597.8553
1836,247877,26181.6099,31605.7946
1837,247878,26185.7892,31613.6061
1838,247879,26189.7134,31621.5394
1839,247880,26194.1737,31629.4578
1840,247881,26198.1604,31637.4723
1841,247882,26202.3417,31645.5616
1842,247883,26206.3972,31653.829
1843,247884,26210.3932,31661.8888
1844,247908,27217.5057,32097.7681
1845,247912,27161.1968,31939.9534
1846,247913,27252.5543,31988.8152
1847,247944,26608.6486,31645.2478
1848,247946,26593.5314,31656.7969
1849,247954,26220.885,31226.5603
1850,247965,26072.3181,30493.1936
1851,247966,26135.9998,30485.4654
1852,247983,26244.6496,31568.4294
1853,247984,26275.3277,31540.815
1854,247985,26247.6828,31576.4174
1855,247986,26279.2873,31547.9651
1856,247987,26252.0239,31583.8201
1857,247988,26283.412,31555.453
1858,247989,26255.6197,31590.8149
1859,247990,26286.9974,31563.084
1860,247991,26262.2845,31599.9712
1861,247992,26290.6914,31570.8889
1862,247993,26264.2469,31609.214
1863,247994,26295.1171,31577.8276
1864,247995,26297.9141,31586.4755
1865,247996,26268.9238,31616.3596
1866,247997,26301.5562,31594.0718
1867,247998,26272.3696,31623.6985
1868,248018,26242.9878,31479.891
1869,248180,27357.8095,30803.2369
1870,248184,27387.9027,30855.6998
1871,248185,27343.8504,30827.3331
1872,248191,27304.6367,30892.4701
1873,248196,27360.0541,30898.5412
1874,248201,27322.5942,30946.08
1875,248209,27417.8075,30807.1943
1876,248237,26717.8423,31653.0826
1877,248240,26749.1711,31612.8989
1878,248241,26727.6928,31664.085
1879,248289,27564.6687,30886.9599
1880,248292,27659.8901,30861.6235
1881,248296,27512.79,30859.4463
1882,248297,27512.3381,30854.443
1883,248298,27512.3381,30854.443
1884,248301,27641.7384,30856.7903
1885,248303,27636.318,30854.9767
1886,248305,27630.1491,30852.4565
1887,248306,27464.9978,30831.6045
1888,248309,27618.824,30848.159
1889,248311,27613.5129,30846.1939
1890,248314,27602.1189,30842.8794
1891,248316,27596.7074,30841.9177
1892,248318,27589.6537,30838.2635
1893,248320,27584.0493,30837.5666
1894,248322,27575.5539,30837.0389
1895,248324,27571.0394,30831.2598
1896,248326,27564.4805,30828.5964
1897,248328,27561.347,30823.37
1898,248342,27295.4655,30725.6435
1899,248345,27279.1494,30692.0222
1900,248346,27457.1931,30747.253
1901,248347,27268.3619,30694.0911
1902,248348,27457.1931,30747.253
1903,248350,27457.1931,30747.253
1904,248351,27257.1,30686.0672
1905,248352,27457.1931,30747.253
1906,248354,27457.1931,30747.253
1907,248355,27246.1074,30678.2982
1908,248356,27457.1931,30747.253
1909,248357,27240.9914,30674.7495
1910,248358,27399.2735,30642.7545
1911,248359,27234.765,30670.2724
1912,248360,27483.2402,30699.1103
1913,248362,27554.7315,30685.3574
1914,248363,27223.3548,30662.1269
1915,248364,27574.0362,30599.7146
1916,248365,27218.0939,30658.432
1917,248367,27211.9166,30654.0245
1918,248368,27472.3751,30618.0722
1919,248369,27206.8427,30650.618
1920,248432,24647.0277,31962.1944
1921,248440,24648.0771,31657.4492
1922,248442,24612.7272,31678.9682
1923,248466,26079.0101,31405.0019
1924,248467,26137.4231,31399.847
1925,248468,26187.2261,31393.171
1926,248469,26181.0831,31340.2694
1927,248471,26163.8028,31283.011
1928,248473,26079.3681,31292.4168
1929,248474,26124.0156,31302.1946
1930,248476,26144.9187,31354.557
1931,248477,26086.5671,31359.101
1932,248478,26021.0893,31342.9685
1933,248479,25987.791,31356.865
1934,248480,26010.5929,31407.055
1935,248500,25744.5554,31416.9804
1936,248501,25711.465,31393.5314
1937,248502,25656.2922,31420.3681
1938,248620,24837.9731,31581.3829
1939,248645,27152.3294,31770.869
1940,248648,27071.2616,31629.2465
1941,248669,27036.0688,31456.3791
1942,248670,27080.1333,31407.8935
1943,248672,27088.5076,31404.1225
1944,248674,27136.565,31420.4049
1945,248676,27150.4364,31410.8659
1946,248677,27148.8451,31484.8817
1947,248706,27112.9707,31437.8249
1948,248726,27119.9671,31015.0755
1949,248727,27066.2552,31065.4957
1950,248728,27116.3833,31137.2292
1951,248730,27165.7321,31079.2038
1952,248732,27227.587,31031.3329
1953,248734,27154.3975,30851.5362
1954,248735,27154.3975,30851.5362
1955,248736,27154.3975,30851.5362
1956,248737,27223.5539,30972.6608
1957,248738,27154.3975,30851.5362
1958,248739,27154.3975,30851.5362
1959,248741,27265.1338,30925.9992
1960,248742,27208.4749,30861.3601
1961,248743,27313.447,30844.503
1962,248744,27337.8314,30771.6172
1963,248745,27326.9355,30772.4468
1964,248747,27234.1178,30821.2361
1965,248749,27361.6754,30769.9208
1966,248899,27597.2346,30808.0519
1967,248902,27626.5689,30817.9296
1968,248903,27653.754,30696.0486
1969,248904,27677.8848,30638.497
1970,248925,25732.0812,31091.9062
1971,248928,25560.4707,31126.38
1972,248932,25421.8169,31243.6602
1973,248969,27603.7715,30975.1767
1974,248973,27613.9571,30923.5883
1975,249001,27019.4952,30641.735
1976,249002,26987.6152,30609.266
1977,249003,26967.3551,30556.2429
1978,249004,26972.8457,30697.6785
1979,249006,26965.4848,30646.3625
1980,249007,26937.741,30624.0463
1981,249012,26857.9158,30598.2782
1982,249013,26872.3086,30630.9953
1983,249015,26907.1239,30669.5857
1984,249018,26909.0494,30730.7575
1985,249034,26879.1469,30730.8178
1986,249045,26737.2275,30797.9916
1987,249046,26672.6797,30786.4941
1988,249047,26677.0331,30742.1463
1989,249055,26405.2806,30790.8008
1990,249056,26358.3612,30808.5223
1991,249057,26320.1506,30804.9185
1992,249058,26276.8882,30800.8144
1993,249063,26145.5746,30807.8168
1994,249080,26909.6233,30576.2261
1995,249081,26747.6114,30763.757
1996,249099,27082.5943,30588.971
1997,249101,27082.5943,30588.971
1998,249103,27051.7618,30548.4482
1999,249105,27031.3367,30525.6022
2000,249107,27031.3367,30525.6022
2001,249114,27101.6939,30538.3808
2002,249115,27082.1862,30589.1481
2003,249166,27344.695,31661.1472
2004,249167,27338.5701,31659.5805
2005,249183,27561.2447,30916.0634
2006,249188,27528.8898,30955.1708
2007,249191,27461.9874,30861.5952
2008,249198,27394.6532,30906.2463
2009,249206,27469.7284,30933.9109
2010,249208,27420.8498,30943.9067
2011,249210,27385.1769,30964.066
2012,249275,27340.7903,31451.9739
2013,249345,27393.7139,31408.8931
2014,249399,27632.8952,30966.3339
2015,249401,27632.8952,30966.3339
2016,249403,27632.8952,30966.3339
2017,249405,27631.0287,30983.9638
2018,249407,27631.0286,30983.9638
2019,249408,27631.0286,30983.9638
2020,249415,27665.8406,31031.4251
2021,249441,27269.891,30766.0727
2022,249444,27193.0527,30714.1932
2023,249445,27171.0118,30658.9089
2024,249446,27118.7848,30640.3563
2025,249473,24696.4579,32478.9579
2026,249476,24843.1282,32472.6537
2027,249510,24613.7149,32210.5173
2028,249565,27376.1138,31163.9082
2029,249566,27315.8253,31166.9229
2030,249567,27294.4788,31104.4916
2031,249570,27137.2323,31207.5858
2032,249572,27038.3738,31353.2546
2033,249574,27537.7117,31293.4375
2034,249576,27544.7739,31331.1253
2035,249578,27518.6679,31356.1687
2036,249580,27462.5285,31348.6794
2037,249585,27440.7444,31295.898
2038,249587,27359.1966,31344.1031
2039,249591,27273.6661,31311.7084
2040,249592,27240.5285,31363.6945
2041,249594,27199.2913,31373.2837
2042,249595,27170.827,31343.9942
2043,249600,27139.4339,31369.1222
2044,249601,27098.1463,31378.9332
2045,249602,27090.2569,31382.9288
2046,249603,27079.8357,31388.8158
2047,249604,27071.4967,31393.5546
2048,249605,27023.8067,31414.2169
2049,249606,27023.8067,31414.2169
2050,249613,26860.6555,31781.5135
2051,249614,26823.0767,31815.1329
2052,249616,26813.7379,31856.9578
2053,249617,26979.1578,31468.1944
2054,249631,26941.8178,31524.9418
2055,249633,26990.0235,31535.6222
2056,249690,27559.904,31808.5832
2057,249691,27493.8124,31807.228
2058,249692,27460.3134,31733.2529
2059,249693,27370.9455,31724.5143
2060,249694,27393.264,31812.0088
2061,249696,27546.3314,31772.5221
2062,249697,27522.3776,31713.7848
2063,249722,27233.8361,31888.578
2064,249723,27280.0993,31914.7409
2065,249726,27194.4032,31861.1765
2066,249745,27059.6536,31283.378
2067,249810,26572.6589,31328.4145
2068,257526,25216.7529,33214.9567
2069,257530,25181.3447,33158.315
2070,257534,25230.1526,33072.6438
2071,257535,25260.0742,33059.9683
2072,257536,25243.1874,33011.9947
2073,257537,25190.07,33064.1294
2074,257607,26893.2241,33299.0887
2075,257650,27305.6214,32829.5757
2076,257652,27346.2948,32840.6306
2077,257654,27330.5175,32750.8684
2078,257662,27336.603,32806.5625
2079,257717,26382.046,32343.3268
2080,257718,26422.8624,32239.6599
2081,257720,26421.5705,32309.7127
2082,257721,26472.548,32273.1059
2083,257722,26538.8483,32275.3536
2084,257723,26453.1043,32349.3475
2085,257724,26505.9142,32322.4117
2086,257742,25123.848,32480.5445
2087,257743,25141.1942,32534.7725
2088,257744,25040.0339,32509.697
2089,257745,25137.2257,32542.8752
2090,257746,25128.6835,32544.1961
2091,257747,25122.7843,32548.3981
2092,257748,25115.7052,32551.8511
2093,257749,25108.6797,32554.4464
2094,257750,25100.6967,32555.9617
2095,257751,25094.7193,32560.4361
2096,257752,25086.6393,32562.3406
2097,257753,25080.58,32566.6089
2098,257754,25093.3054,32594.3183
2099,257755,25097.7406,32600.9905
2100,257756,25100.0617,32608.5616
2101,257757,25103.1127,32615.1607
2102,257758,25105.5429,32622.7209
2103,257759,25106.9329,32629.9262
2104,257760,25107.6522,32637.9916
2105,257761,25108.8552,32645.6754
2106,257762,25140.0996,32647.8382
2107,257763,25142.856,32654.8467
2108,257764,25146.2208,32661.6485
2109,257765,25147.4461,32669.5467
2110,257766,25150.6895,32676.5602
2111,257767,25151.809,32684.5471
2112,257768,25153.2823,32692.529
2113,257769,25156.1146,32700.2436
2114,257770,25166.6662,32711.8623
2115,257771,25171.0109,32718.1158
2116,257772,25175.3122,32724.6291
2117,257773,25179.3623,32730.8404
2118,257774,25186.021,32735.2901
2119,257775,25189.4614,32742.527
2120,257776,25133.4327,32732.8137
2121,257777,25135.6853,32740.4137
2122,257778,25139.9471,32747.2583
2123,257779,25140.9364,32754.7916
2124,257780,25157.6478,32781.048
2125,257781,25164.0705,32779.6535
2126,257782,25171.5016,32777.0777
2127,257783,25179.1113,32776.5125
2128,257784,25187.5297,32773.8754
2129,257785,25194.4703,32772.9541
2130,257786,25202.0099,32772.2484
2131,257787,25208.3292,32767.8459
2132,257788,25230.1355,32807.2328
2133,257789,25222.9222,32810.2275
2134,257790,25214.2056,32810.799
2135,257791,25207.7882,32813.2387
2136,257792,25200.027,32813.1567
2137,257793,25192.5158,32813.9744
2138,257794,25184.2177,32816.6214
2139,257795,25177.7905,32819.1627
2140,257818,27947.2596,32598.154
2141,257826,27855.7188,32689.9452
2142,257845,27334.6747,32963.8605
2143,257848,27248.983,33034.2272
2144,257851,27260.5367,33115.21
2145,257855,27094.1996,33355.0268
2146,257856,27210.4037,33345.5117
2147,257864,27192.8022,33401.791
2148,257865,27165.6976,33535.0127
2149,257872,27052.8993,33618.1574
2150,257873,27203.9479,33375.0365
2151,257890,27210.5008,33260.7674
2152,257902,27240.1116,33355.8107
2153,257913,27362.034,33221.4634
2154,257914,27318.1094,33218.0367
2155,257919,27331.9788,33252.4435
2156,257922,27267.1397,33242.9533
2157,257939,27167.2446,33041.7782
2158,257940,27143.6883,33086.8775
2159,257988,27055.3851,32005.4819
2160,257989,27020.097,32062.8834
2161,257990,26994.2074,31992.6915
2162,257992,26961.1782,32117.0108
2163,258004,26898.4276,32070.3684
2164,258005,26965.1766,32078.1458
2165,258022,24931.758,32603.132
2166,258023,24938.7568,32602.2236
2167,258024,24946.0002,32599.969
2168,258025,24953.1107,32597.6959
2169,258026,24960.2172,32595.3844
2170,258027,24967.5602,32592.7569
2171,258028,24974.8801,32590.5129
